,Usia,Gender,Gaji,Jumlah Anak
152,31,P,3-5jt,1
153,31,L,5-10jt,0
154,60,L,1-3jt,6
155,43,L,1-3jt,2
156,23,P,1-3jt,4
157,26,L,5-10jt,3
158,38,P,3-5jt,6
159,17,P,3-5jt,5
160,50,L,1-3jt,1
161,48,P,5-10jt,2
162,53,P,3-5jt,2
163,51,P,5-10jt,3
164,50,L,3-5jt,1
165,50,P,5-10jt,6
166,44,P,3-5jt,1
167,48,L,3-5jt,0
168,45,P,1-3jt,3
169,52,L,5-10jt,5
170,55,L,3-5jt,6
171,29,P,5-10jt,6
172,17,L,3-5jt,6
173,25,P,5-10jt,0
174,26,P,5-10jt,6
175,49,P,1-3jt,6
176,46,L,1-3jt,6
177,56,L,3-5jt,4
178,39,L,5-10jt,1
179,50,L,3-5jt,4
180,31,L,5-10jt,3
181,17,P,5-10jt,2
182,31,P,1-3jt,1
183,56,L,5-10jt,4
184,31,P,5-10jt,5
185,19,P,5-10jt,6
186,24,P,5-10jt,0
187,22,P,3-5jt,4
188,58,P,5-10jt,1
189,43,L,1-3jt,2
190,31,L,5-10jt,6
191,18,L,5-10jt,1
192,36,P,3-5jt,4
193,52,P,3-5jt,5
194,40,P,1-3jt,3
195,26,L,1-3jt,2
196,24,L,1-3jt,4
197,46,P,5-10jt,0
198,49,L,1-3jt,5
199,29,P,1-3jt,4
200,22,L,1-3jt,4
201,26,L,5-10jt,5
202,56,L,1-3jt,5
203,60,P,5-10jt,1
204,47,P,1-3jt,1
205,42,L,5-10jt,5
206,52,L,5-10jt,5
207,37,L,3-5jt,4
208,53,L,5-10jt,4
209,33,L,5-10jt,5
210,27,L,5-10jt,3
211,29,P,3-5jt,1
212,35,P,3-5jt,0
213,23,P,3-5jt,3
214,52,L,1-3jt,4
215,19,P,5-10jt,3
216,47,L,3-5jt,5
217,55,L,5-10jt,6
218,29,L,3-5jt,2
219,43,P,3-5jt,3
220,50,P,1-3jt,1
221,46,L,5-10jt,3
222,42,L,3-5jt,1
223,42,P,5-10jt,5
224,24,L,5-10jt,1
225,41,P,3-5jt,4
226,57,P,1-3jt,4
227,57,L,5-10jt,6
228,43,L,5-10jt,3
229,43,P,1-3jt,4
230,54,P,1-3jt,4
231,23,P,3-5jt,4
232,49,L,3-5jt,3
233,53,L,1-3jt,6
234,17,P,5-10jt,4
235,47,L,3-5jt,4
236,49,P,1-3jt,3
237,45,L,5-10jt,0
238,60,P,3-5jt,4
239,32,L,1-3jt,6
240,55,P,3-5jt,4
241,53,P,1-3jt,3
242,57,L,3-5jt,5
243,18,L,5-10jt,5
244,29,P,5-10jt,4
245,25,L,1-3jt,5
246,43,P,1-3jt,6
247,44,L,5-10jt,2
248,55,P,1-3jt,5
249,28,P,1-3jt,5
250,58,L,5-10jt,0
251,38,L,5-10jt,5
252,20,P,1-3jt,2
253,38,L,5-10jt,1
254,39,P,3-5jt,5
255,33,P,3-5jt,0
256,50,L,5-10jt,4
257,55,P,1-3jt,1
258,26,L,5-10jt,0
259,26,P,3-5jt,2
260,57,L,1-3jt,3
261,55,P,5-10jt,5
262,47,P,3-5jt,3
263,53,P,1-3jt,5
264,39,P,3-5jt,5
265,24,L,5-10jt,0
266,59,P,5-10jt,0
267,49,P,1-3jt,2
268,54,L,5-10jt,4
269,50,P,5-10jt,4
270,58,L,3-5jt,5
271,54,L,1-3jt,3
272,26,P,5-10jt,3
273,52,L,3-5jt,2
274,24,P,3-5jt,2
275,41,L,3-5jt,3
276,47,P,3-5jt,3
277,59,P,5-10jt,3
278,32,L,3-5jt,1
279,32,P,1-3jt,3
280,38,L,1-3jt,3
281,43,L,1-3jt,6
282,21,L,5-10jt,5
283,54,P,1-3jt,5
284,22,L,5-10jt,5
285,38,P,5-10jt,0
286,30,L,3-5jt,3
287,52,P,3-5jt,2
288,40,L,3-5jt,4
289,44,P,3-5jt,6
290,42,P,1-3jt,5
291,28,P,3-5jt,2
292,55,P,5-10jt,0
293,29,L,1-3jt,4
294,45,P,1-3jt,4
295,18,L,3-5jt,1
296,21,L,3-5jt,0
297,54,L,1-3jt,6
298,24,P,5-10jt,2
299,30,L,1-3jt,0
300,27,P,5-10jt,2
301,34,P,5-10jt,1
302,20,L,5-10jt,2
303,21,P,3-5jt,3
304,48,P,1-3jt,1
305,20,P,5-10jt,1
306,53,P,5-10jt,0
307,46,L,3-5jt,6
308,50,P,1-3jt,1
309,50,P,3-5jt,1
310,32,L,1-3jt,5
311,54,P,3-5jt,0
312,50,P,5-10jt,2
313,49,L,3-5jt,3
314,51,P,1-3jt,1
315,54,P,3-5jt,0
316,43,P,1-3jt,5
317,54,P,1-3jt,0
318,27,P,1-3jt,0
319,45,L,5-10jt,1
320,47,P,3-5jt,6
321,19,P,1-3jt,6
322,56,L,3-5jt,4
323,34,L,5-10jt,2
324,48,L,1-3jt,0
325,38,P,1-3jt,6
326,30,P,1-3jt,3
327,40,L,3-5jt,5
328,34,L,1-3jt,0
329,34,L,1-3jt,0
330,60,P,3-5jt,6
331,46,L,1-3jt,3
332,29,L,5-10jt,6
333,22,L,1-3jt,3
334,19,P,3-5jt,0
335,33,P,3-5jt,1
336,39,P,3-5jt,3
337,60,L,1-3jt,0
338,44,L,3-5jt,4
339,38,P,5-10jt,0
340,40,P,3-5jt,6
341,29,P,1-3jt,2
342,32,P,5-10jt,5
343,50,P,5-10jt,2
344,20,L,1-3jt,1
345,22,P,3-5jt,2
346,49,L,3-5jt,5
347,17,P,5-10jt,6
348,28,P,1-3jt,3
349,22,L,3-5jt,5
350,53,P,1-3jt,5
351,58,L,1-3jt,1
352,51,L,3-5jt,1
353,25,P,3-5jt,2
354,34,P,3-5jt,3
355,25,P,3-5jt,6
356,60,L,5-10jt,2
357,47,P,1-3jt,4
358,53,P,5-10jt,1
359,32,P,3-5jt,1
360,60,P,1-3jt,3
361,55,P,5-10jt,0
362,41,P,5-10jt,6
363,54,P,5-10jt,2
364,21,P,5-10jt,6
365,21,P,5-10jt,5
366,54,L,5-10jt,6
367,35,L,5-10jt,3
368,20,P,3-5jt,1
369,49,L,1-3jt,6
370,55,P,5-10jt,5
371,45,P,3-5jt,0
372,17,L,5-10jt,5
373,39,L,3-5jt,6
374,34,P,1-3jt,4
375,45,P,5-10jt,6
376,53,L,1-3jt,3
377,36,L,1-3jt,4
378,45,P,3-5jt,2
379,41,P,5-10jt,4
380,34,P,3-5jt,0
381,40,P,5-10jt,3
382,53,P,3-5jt,6
383,18,P,1-3jt,3
384,21,L,3-5jt,5
385,54,P,5-10jt,3
386,53,L,3-5jt,3
387,26,L,1-3jt,0
388,49,P,3-5jt,2
389,38,L,3-5jt,4
390,33,P,1-3jt,3
391,57,L,5-10jt,6
392,53,L,1-3jt,1
393,38,L,3-5jt,2
394,28,P,3-5jt,0
395,31,P,3-5jt,1
396,27,P,5-10jt,2
397,51,L,3-5jt,1
398,49,L,5-10jt,4
399,37,P,3-5jt,4
400,43,L,3-5jt,1
401,32,L,5-10jt,6
402,35,L,3-5jt,4
403,36,P,5-10jt,4
404,35,P,3-5jt,0
405,29,L,3-5jt,1
406,21,L,1-3jt,0
407,26,L,5-10jt,4
408,60,P,5-10jt,6
409,48,L,5-10jt,1
410,27,L,3-5jt,1
411,23,P,3-5jt,2
412,49,P,5-10jt,1
413,23,P,3-5jt,3
414,32,L,3-5jt,2
415,26,L,1-3jt,4
416,31,P,1-3jt,1
417,33,L,1-3jt,3
418,36,P,5-10jt,0
419,20,L,1-3jt,2
420,42,L,5-10jt,2
421,47,L,3-5jt,6
422,45,P,3-5jt,2
423,39,P,1-3jt,1
424,38,P,3-5jt,4
425,56,L,5-10jt,1
426,30,L,1-3jt,2
427,52,P,3-5jt,6
428,54,L,3-5jt,3
429,58,P,5-10jt,4
430,22,L,5-10jt,0
431,20,L,1-3jt,0
432,38,P,1-3jt,0
433,50,P,5-10jt,3
434,25,P,3-5jt,3
435,43,L,5-10jt,0
436,53,L,3-5jt,3
437,17,P,5-10jt,3
438,23,L,1-3jt,4
439,55,P,1-3jt,2
440,50,L,5-10jt,0
441,29,P,3-5jt,0
442,54,L,1-3jt,1
443,19,P,5-10jt,3
444,42,L,1-3jt,2
445,19,L,3-5jt,5
446,49,L,5-10jt,2
447,18,P,1-3jt,4
448,47,P,3-5jt,0
449,26,P,3-5jt,4
450,26,L,5-10jt,4
451,36,P,3-5jt,4
452,36,P,1-3jt,5
453,55,P,1-3jt,4
454,21,P,1-3jt,1
455,22,P,3-5jt,6
456,49,P,1-3jt,0
457,35,L,1-3jt,1
458,35,L,3-5jt,0
459,17,L,1-3jt,6
460,58,L,3-5jt,6
461,22,L,5-10jt,5
462,22,P,5-10jt,2
463,25,L,5-10jt,0
464,51,L,5-10jt,1
465,60,L,3-5jt,0
466,21,P,1-3jt,4
467,51,L,1-3jt,0
468,45,L,1-3jt,5
469,25,L,5-10jt,5
470,49,P,1-3jt,0
471,59,P,1-3jt,5
472,60,L,1-3jt,3
473,23,P,3-5jt,2
474,36,P,1-3jt,4
475,55,P,3-5jt,6
476,48,L,3-5jt,3
477,51,L,5-10jt,2
478,21,L,3-5jt,0
479,17,L,5-10jt,5
480,43,L,3-5jt,6
481,26,L,1-3jt,1
482,17,L,5-10jt,2
483,51,P,5-10jt,4
484,60,P,5-10jt,2
485,27,L,3-5jt,4
486,47,L,1-3jt,6
487,52,L,1-3jt,2
488,50,L,1-3jt,4
489,21,L,5-10jt,6
490,38,L,3-5jt,0
491,23,P,3-5jt,1
492,59,L,5-10jt,2
493,34,P,3-5jt,4
494,34,L,3-5jt,2
495,52,P,1-3jt,2
496,48,L,5-10jt,0
497,50,L,1-3jt,3
498,19,L,5-10jt,5
499,18,L,3-5jt,1
500,57,P,5-10jt,0
501,23,P,5-10jt,0
502,24,P,1-3jt,4
503,55,L,5-10jt,0
504,34,L,5-10jt,3
505,27,L,1-3jt,1
506,53,P,5-10jt,5
507,41,P,3-5jt,2
508,18,L,5-10jt,0
509,40,P,3-5jt,2
510,38,P,1-3jt,3
511,33,L,3-5jt,0
512,24,P,1-3jt,0
513,32,P,1-3jt,2
514,35,L,3-5jt,4
515,31,L,3-5jt,5
516,51,L,1-3jt,0
517,34,L,5-10jt,5
518,30,L,5-10jt,6
519,42,L,5-10jt,4
520,49,P,1-3jt,3
521,19,P,1-3jt,5
522,53,P,5-10jt,5
523,45,P,3-5jt,2
524,50,P,5-10jt,6
525,17,L,1-3jt,0
526,27,P,1-3jt,3
527,31,L,1-3jt,0
528,29,L,1-3jt,4
529,43,L,3-5jt,5
530,54,P,5-10jt,6
531,52,P,3-5jt,2
532,17,P,3-5jt,5
533,41,L,5-10jt,1
534,52,P,3-5jt,1
535,53,P,3-5jt,6
536,45,P,5-10jt,2
537,44,L,1-3jt,4
538,32,P,1-3jt,5
539,23,L,3-5jt,2
540,18,P,3-5jt,3
541,20,P,1-3jt,6
542,47,L,1-3jt,5
543,46,L,3-5jt,6
544,30,L,3-5jt,5
545,24,P,5-10jt,5
546,29,L,1-3jt,2
547,22,L,3-5jt,1
548,34,L,1-3jt,1
549,50,P,5-10jt,3
550,40,L,5-10jt,3
551,26,L,3-5jt,6
552,28,L,5-10jt,3
553,45,P,3-5jt,6
554,60,L,5-10jt,3
555,25,L,1-3jt,3
556,51,L,5-10jt,5
557,17,L,3-5jt,2
558,35,P,3-5jt,0
559,35,L,3-5jt,1
560,30,P,5-10jt,4
561,53,L,3-5jt,1
562,37,L,1-3jt,2
563,27,P,5-10jt,2
564,23,P,1-3jt,5
565,58,P,1-3jt,3
566,32,P,3-5jt,1
567,54,P,1-3jt,1
568,21,P,3-5jt,3
569,18,L,1-3jt,2
570,52,L,1-3jt,2
571,58,P,5-10jt,2
572,26,P,1-3jt,0
573,20,P,5-10jt,1
574,42,L,3-5jt,4
575,32,L,1-3jt,4
576,50,P,1-3jt,6
577,23,L,5-10jt,3
578,59,L,5-10jt,4
579,47,P,3-5jt,5
580,48,P,3-5jt,6
581,31,L,5-10jt,2
582,27,P,1-3jt,5
583,52,L,3-5jt,4
584,48,L,5-10jt,1
585,26,P,3-5jt,2
586,23,P,1-3jt,5
587,38,P,1-3jt,1
588,36,L,5-10jt,4
589,26,P,1-3jt,6
590,22,L,1-3jt,4
591,39,P,3-5jt,6
592,30,L,5-10jt,5
593,22,L,3-5jt,0
594,59,P,3-5jt,0
595,50,P,3-5jt,0
596,48,L,5-10jt,3
597,54,P,5-10jt,1
598,55,L,5-10jt,2
599,23,P,3-5jt,1
600,17,P,3-5jt,2
601,32,L,3-5jt,4
602,59,L,3-5jt,5
603,27,P,1-3jt,6
604,46,P,3-5jt,5
605,57,P,1-3jt,5
606,54,P,3-5jt,0
607,41,P,3-5jt,6
608,49,L,1-3jt,6
609,60,P,3-5jt,5
610,31,P,3-5jt,4
611,22,P,3-5jt,6
612,43,P,5-10jt,5
613,55,L,3-5jt,1
614,60,L,1-3jt,1
615,26,P,3-5jt,2
616,59,P,3-5jt,4
617,21,P,5-10jt,6
618,26,L,5-10jt,5
619,57,L,1-3jt,5
620,59,L,1-3jt,0
621,44,P,1-3jt,4
622,56,L,5-10jt,0
623,29,P,3-5jt,3
624,43,L,5-10jt,0
625,26,P,1-3jt,3
626,53,P,5-10jt,0
627,50,L,5-10jt,5
628,35,P,5-10jt,5
629,41,P,1-3jt,1
630,44,L,1-3jt,4
631,42,P,1-3jt,2
632,38,L,3-5jt,2
633,17,P,3-5jt,6
634,51,P,3-5jt,2
635,46,L,1-3jt,4
636,25,L,1-3jt,1
637,36,L,3-5jt,6
638,57,L,5-10jt,2
639,17,L,5-10jt,3
640,57,P,1-3jt,5
641,38,L,3-5jt,5
642,20,L,3-5jt,2
643,22,L,5-10jt,1
644,38,L,1-3jt,4
645,41,L,3-5jt,6
646,26,L,5-10jt,3
647,35,L,1-3jt,5
648,42,L,3-5jt,0
649,57,L,3-5jt,4
650,50,P,5-10jt,5
651,43,P,5-10jt,3
652,47,P,5-10jt,5
653,52,P,1-3jt,4
654,31,L,5-10jt,3
655,39,P,3-5jt,3
656,55,L,1-3jt,4
657,30,P,3-5jt,5
658,39,P,1-3jt,6
659,52,L,3-5jt,5
660,19,P,3-5jt,6
661,40,L,5-10jt,2
662,30,P,5-10jt,4
663,29,L,1-3jt,0
664,20,L,5-10jt,4
665,58,L,3-5jt,5
666,33,P,1-3jt,4
667,28,P,5-10jt,5
668,50,P,3-5jt,2
669,44,L,3-5jt,5
670,39,P,5-10jt,2
671,30,P,3-5jt,5
672,39,P,1-3jt,0
673,34,P,5-10jt,6
674,25,P,5-10jt,2
675,32,L,1-3jt,3
676,52,P,1-3jt,2
677,42,L,5-10jt,3
678,54,P,5-10jt,4
679,25,L,3-5jt,4
680,22,L,3-5jt,4
681,29,L,5-10jt,4
682,33,L,1-3jt,5
683,29,L,3-5jt,3
684,44,P,5-10jt,3
685,33,L,1-3jt,3
686,25,P,1-3jt,4
687,60,P,1-3jt,0
688,35,P,3-5jt,5
689,39,L,3-5jt,4
690,34,L,3-5jt,1
691,54,L,1-3jt,1
692,34,P,5-10jt,1
693,53,L,5-10jt,1
694,35,L,5-10jt,5
695,43,P,3-5jt,2
696,18,L,1-3jt,0
697,40,P,1-3jt,3
698,18,L,3-5jt,4
699,39,P,5-10jt,4
700,58,L,3-5jt,5
701,54,L,5-10jt,5
702,58,P,1-3jt,1
703,34,P,5-10jt,5
704,51,P,5-10jt,6
705,20,L,3-5jt,6
706,49,P,3-5jt,5
707,57,L,5-10jt,4
708,38,L,5-10jt,6
709,28,P,3-5jt,4
710,42,L,1-3jt,2
711,23,P,3-5jt,3
712,43,P,5-10jt,5
713,35,L,5-10jt,5
714,50,P,1-3jt,5
715,30,L,5-10jt,5
716,28,L,5-10jt,1
717,17,P,5-10jt,0
718,49,L,3-5jt,5
719,51,P,1-3jt,2
720,39,P,3-5jt,0
721,18,P,3-5jt,0
722,60,L,5-10jt,5
723,25,L,1-3jt,2
724,38,P,3-5jt,0
725,28,L,1-3jt,4
726,26,P,3-5jt,2
727,17,L,1-3jt,6
728,50,P,1-3jt,2
729,31,P,5-10jt,1
730,20,L,1-3jt,5
731,31,P,3-5jt,1
732,47,L,1-3jt,5
733,46,L,3-5jt,2
734,22,L,1-3jt,5
735,56,P,5-10jt,6
736,26,P,3-5jt,1
737,35,P,1-3jt,3
738,36,P,5-10jt,2
739,41,L,5-10jt,6
740,35,L,3-5jt,2
741,32,P,1-3jt,6
742,47,L,1-3jt,6
743,57,L,1-3jt,4
744,39,L,3-5jt,1
745,57,P,1-3jt,2
746,36,P,1-3jt,1
747,19,P,1-3jt,0
748,51,P,3-5jt,0
749,38,P,1-3jt,6
750,59,P,3-5jt,3
751,59,P,5-10jt,0
752,35,P,3-5jt,3
753,54,L,1-3jt,2
754,57,L,3-5jt,3
755,42,L,1-3jt,4
756,19,L,3-5jt,2
757,28,L,1-3jt,4
758,28,P,1-3jt,6
759,21,P,1-3jt,1
760,38,P,1-3jt,4
761,35,P,5-10jt,4
762,59,P,3-5jt,2
763,18,L,3-5jt,5
764,31,L,3-5jt,4
765,48,P,5-10jt,5
766,27,P,1-3jt,3
767,29,L,1-3jt,2
768,47,L,3-5jt,4
769,57,L,1-3jt,3
770,36,P,5-10jt,3
771,55,P,5-10jt,1
772,25,P,5-10jt,6
773,30,P,1-3jt,3
774,32,L,1-3jt,3
775,56,L,3-5jt,4
776,23,L,1-3jt,4
777,22,P,5-10jt,2
778,57,L,3-5jt,1
779,32,L,1-3jt,5
780,24,L,1-3jt,2
781,46,L,1-3jt,6
782,29,P,5-10jt,1
783,19,L,3-5jt,3
784,26,P,1-3jt,3
785,29,L,5-10jt,4
786,45,L,1-3jt,4
787,35,P,1-3jt,2
788,58,P,5-10jt,5
789,40,P,5-10jt,0
790,36,P,5-10jt,6
791,50,L,5-10jt,2
792,49,P,3-5jt,6
793,32,L,5-10jt,5
794,40,P,1-3jt,0
795,33,L,5-10jt,3
796,44,L,5-10jt,1
797,49,L,5-10jt,0
798,42,P,3-5jt,4
799,52,P,3-5jt,0
800,57,P,3-5jt,3
801,58,L,5-10jt,2
802,57,P,5-10jt,1
803,55,P,1-3jt,4
804,49,L,5-10jt,5
805,42,P,5-10jt,3
806,17,P,1-3jt,4
807,40,L,5-10jt,0
808,41,P,5-10jt,6
809,23,L,1-3jt,0
810,42,P,3-5jt,4
811,19,P,5-10jt,0
812,45,P,5-10jt,5
813,46,L,1-3jt,5
814,59,P,5-10jt,1
815,19,P,3-5jt,2
816,51,P,1-3jt,6
817,21,P,5-10jt,4
818,58,P,5-10jt,2
819,25,P,1-3jt,5
820,32,P,5-10jt,1
821,33,P,5-10jt,0
822,20,L,1-3jt,0
823,54,P,3-5jt,0
824,60,L,1-3jt,1
825,29,L,3-5jt,3
826,40,L,5-10jt,2
827,55,L,1-3jt,6
828,17,P,5-10jt,1
829,37,P,5-10jt,3
830,27,P,3-5jt,0
831,18,P,1-3jt,4
832,41,L,1-3jt,5
833,48,L,3-5jt,5
834,43,P,1-3jt,5
835,57,P,1-3jt,6
836,53,P,5-10jt,4
837,58,L,1-3jt,0
838,34,L,1-3jt,0
839,25,L,1-3jt,3
840,41,P,1-3jt,6
841,23,L,1-3jt,5
842,45,P,5-10jt,6
843,37,L,5-10jt,0
844,46,P,5-10jt,6
845,51,L,5-10jt,5
846,46,L,5-10jt,1
847,57,L,3-5jt,4
848,53,P,5-10jt,3
849,34,P,3-5jt,0
850,30,L,3-5jt,5
851,31,P,1-3jt,2
852,34,L,1-3jt,6
853,31,P,3-5jt,2
854,28,L,1-3jt,0
855,29,P,3-5jt,2
856,27,P,3-5jt,4
857,29,L,1-3jt,0
858,41,L,1-3jt,6
859,36,P,5-10jt,5
860,52,P,5-10jt,4
861,60,L,1-3jt,1
862,44,P,3-5jt,5
863,54,L,1-3jt,5
864,17,P,5-10jt,1
865,29,P,5-10jt,0
866,21,L,3-5jt,0
867,20,L,5-10jt,4
868,50,L,3-5jt,2
869,60,L,1-3jt,4
870,58,L,5-10jt,1
871,38,L,5-10jt,3
872,43,L,5-10jt,2
873,24,P,5-10jt,2
874,58,L,1-3jt,5
875,40,P,5-10jt,1
876,19,L,3-5jt,6
877,59,L,1-3jt,5
878,24,L,5-10jt,2
879,19,P,5-10jt,1
880,17,L,1-3jt,1
881,54,P,3-5jt,4
882,25,P,1-3jt,2
883,21,P,5-10jt,4
884,49,L,5-10jt,3
885,43,L,3-5jt,0
886,28,L,1-3jt,0
887,30,P,5-10jt,1
888,28,P,1-3jt,3
889,17,L,3-5jt,2
890,55,P,3-5jt,4
891,60,P,5-10jt,4
892,46,P,5-10jt,4
893,57,L,5-10jt,3
894,52,P,3-5jt,5
895,24,P,3-5jt,1
896,43,L,3-5jt,5
897,55,P,1-3jt,4
898,44,P,5-10jt,1
899,56,P,1-3jt,6
900,23,L,5-10jt,6
901,30,L,3-5jt,5
902,56,L,5-10jt,5
903,43,P,5-10jt,5
904,49,L,3-5jt,6
905,32,P,1-3jt,5
906,17,P,5-10jt,5
907,43,P,1-3jt,1
908,58,P,3-5jt,5
909,26,P,1-3jt,3
910,18,P,5-10jt,5
911,49,L,1-3jt,4
912,29,P,3-5jt,5
913,17,L,3-5jt,2
914,41,P,5-10jt,0
915,45,P,3-5jt,1
916,37,L,5-10jt,3
917,23,L,5-10jt,2
918,31,P,5-10jt,1
919,55,L,3-5jt,6
920,22,P,1-3jt,1
921,40,L,5-10jt,0
922,28,P,3-5jt,0
923,51,L,3-5jt,4
924,45,L,3-5jt,6
925,55,P,3-5jt,0
926,57,L,3-5jt,4
927,17,L,3-5jt,6
928,38,P,1-3jt,1
929,55,L,5-10jt,1
930,54,P,5-10jt,0
931,21,P,5-10jt,0
932,29,P,3-5jt,3
933,26,L,1-3jt,1
934,49,L,5-10jt,0
935,60,P,5-10jt,0
936,25,L,1-3jt,4
937,45,L,5-10jt,5
938,42,P,1-3jt,3
939,60,L,3-5jt,5
940,44,P,1-3jt,2
941,38,L,1-3jt,2
942,59,P,5-10jt,5
943,23,L,3-5jt,5
944,45,L,5-10jt,2
945,48,P,1-3jt,6
946,38,P,1-3jt,6
947,41,P,1-3jt,5
948,43,P,3-5jt,0
949,47,P,5-10jt,5
950,39,L,1-3jt,0
951,25,L,5-10jt,0
952,47,P,3-5jt,6
953,51,L,5-10jt,1
954,60,L,5-10jt,3
955,57,L,3-5jt,3
956,33,P,5-10jt,5
957,29,P,3-5jt,0
958,43,P,5-10jt,2
959,24,P,1-3jt,3
960,57,L,3-5jt,3
961,51,P,5-10jt,2
962,53,L,3-5jt,1
963,41,L,1-3jt,4
964,32,L,1-3jt,6
965,41,P,3-5jt,6
966,27,L,5-10jt,1
967,48,P,5-10jt,4
968,22,L,5-10jt,6
969,27,P,3-5jt,2
970,42,P,5-10jt,5
971,36,P,3-5jt,6
972,24,P,5-10jt,0
973,43,L,5-10jt,6
974,35,L,5-10jt,1
975,36,L,1-3jt,0
976,49,L,1-3jt,3
977,52,P,3-5jt,2
978,56,L,3-5jt,5
979,58,L,3-5jt,1
980,60,P,5-10jt,3
981,22,L,1-3jt,3
982,42,P,1-3jt,5
983,27,L,3-5jt,4
984,48,P,5-10jt,5
985,38,P,1-3jt,3
986,44,P,3-5jt,6
987,32,P,3-5jt,5
988,33,P,3-5jt,3
989,48,L,5-10jt,5
990,41,L,1-3jt,4
991,47,L,5-10jt,2
992,38,L,3-5jt,1
993,59,L,3-5jt,0
994,32,P,5-10jt,6
995,47,L,1-3jt,5
